Question;Option A;Option B;Option C;Option D;Answer,,,,,,,,
Given string: 2, 3, 5, 4, 3, 5, 1, 2 onto 4 frames. According to the Optimal page replacement algorithm, which page is replaced?;The most frequently used page;The one that has not been used for the longest time in the past;The one that was brought in earliest;The one that will not be used for the longest time in the future;D,,,,,,,,
Given string: 5, 2, 3, 4, 3, 1, 1, 2 onto 4 frames. According to the Optimal page replacement algorithm, which page is replaced?;The one that will not be used for the longest time in the future;The most frequently used page;The one that was brought in earliest;The one that has not been used for the longest time in the past;A,,,,,,,,
Given string: 3, 4, 5, 1, 3, 3, 2, 5 onto 3 frames. According to the Optimal page replacement algorithm, which page is replaced?;The one that was brought in earliest;The most frequently used page;The one that will not be used for the longest time in the future;The one that has not been used for the longest time in the past;C,,,,,,,,
Given a reference string: 5, 3, 2, 4, 1, 2, 1, 2 and 4 frames. According to the FIFO page replacement algorithm, which page is replaced?;The one that has not been used for the longest time in the past;The most frequently used page;The one that was brought in earliest;The one that will not be used for the longest time in the future;C,,,,,,,,
Given a reference string: 4, 5, 2, 2, 2, 5, 3, 2 and 4 frames. According to the FIFO page replacement algorithm, which page is replaced?;The one that was brought in earliest;The one that will not be used for the longest time in the future;The most frequently used page;The one that has not been used for the longest time in the past;A,,,,,,,,
Given string: 4, 2, 3, 3, 5, 3, 4, 4 onto 3 frames. According to the Optimal page replacement algorithm, which page is replaced?;The one that was brought in earliest;The one that has not been used for the longest time in the past;The most frequently used page;The one that will not be used for the longest time in the future;D,,,,,,,,
Given string: 5, 5, 1, 3, 3, 3, 5, 5 onto 3 frames. According to the Optimal page replacement algorithm, which page is replaced?;The one that was brought in earliest;The one that will not be used for the longest time in the future;The most frequently used page;The one that has not been used for the longest time in the past;B,,,,,,,,
Given a sequence: 4, 4, 4, 3, 2, 5, 3, 3 and 3 frames. According to the LRU page replacement algorithm, which page is replaced?;The one that was brought in earliest;The one that will not be used for the longest time in the future;The most frequently used page;The one that has not been used for the longest time in the past;D,,,,,,,,
Given a sequence: 4, 4, 3, 2, 3, 4, 2, 5 and 3 frames. According to the LRU page replacement algorithm, which page is replaced?;The one that was brought in earliest;The most frequently used page;The one that has not been used for the longest time in the past;The one that will not be used for the longest time in the future;C,,,,,,,,
Given string: 4, 5, 4, 2, 4, 2, 2, 2 onto 3 frames. According to the Optimal page replacement algorithm, which page is replaced?;The most frequently used page;The one that has not been used for the longest time in the past;The one that will not be used for the longest time in the future;The one that was brought in earliest;C,,,,,,,,
Given a reference string: 4, 1, 5, 4, 2, 3, 2, 5 and 3 frames. According to the FIFO page replacement algorithm, which page is replaced?;The one that will not be used for the longest time in the future;The one that has not been used for the longest time in the past;The most frequently used page;The one that was brought in earliest;D,,,,,,,,
Given a sequence: 3, 1, 1, 3, 5, 2, 1, 1 and 4 frames. According to the LRU page replacement algorithm, which page is replaced?;The most frequently used page;The one that will not be used for the longest time in the future;The one that has not been used for the longest time in the past;The one that was brought in earliest;C,,,,,,,,
Given a sequence: 2, 3, 5, 1, 5, 3, 1, 2 and 4 frames. According to the LRU page replacement algorithm, which page is replaced?;The one that will not be used for the longest time in the future;The most frequently used page;The one that was brought in earliest;The one that has not been used for the longest time in the past;D,,,,,,,,
Given string: 5, 5, 1, 2, 1, 5, 3, 4 onto 4 frames. According to the Optimal page replacement algorithm, which page is replaced?;The one that will not be used for the longest time in the future;The most frequently used page;The one that has not been used for the longest time in the past;The one that was brought in earliest;A,,,,,,,,
Given string: 4, 3, 3, 4, 5, 1, 3, 1 onto 4 frames. According to the Optimal page replacement algorithm, which page is replaced?;The one that was brought in earliest;The one that has not been used for the longest time in the past;The most frequently used page;The one that will not be used for the longest time in the future;D,,,,,,,,
Given a sequence: 3, 4, 3, 5, 2, 4, 4, 4 and 4 frames. According to the LRU page replacement algorithm, which page is replaced?;The one that has not been used for the longest time in the past;The most frequently used page;The one that was brought in earliest;The one that will not be used for the longest time in the future;A,,,,,,,,
What is the time complexity of Binary Search Tree (Average Case Search) assuming a dataset of 3826 elements?;O(log n);O(1);O(n log n);O(n);A,,,,,,,,
What is the time complexity of Accessing an element in an Array by index assuming a dataset of 9987 elements?;O(n^2);O(n);O(1);O(log n);C,,,,,,,,
What is the time complexity of Binary Search Tree (Average Case Search) assuming a dataset of 7819 elements?;O(log n);O(1);O(n log n);O(n);A,,,,,,,,
What is the time complexity of Hash Table (Average Case Search) assuming a dataset of 4164 elements?;O(log n);O(n^2);O(1);O(n);C,,,,,,,,
What is the time complexity of Binary Search Tree (Worst Case Search) assuming a dataset of 9739 elements?;O(n);O(n^2);O(log n);O(1);A,,,,,,,,
What is the time complexity of Accessing an element in an Array by index assuming a dataset of 6626 elements?;O(log n);O(n);O(1);O(n^2);C,,,,,,,,
What is the time complexity of Quick Sort (Worst Case) assuming a dataset of 9861 elements?;O(1);O(n log n);O(n^2);O(n);C,,,,,,,,
What is the time complexity of Quick Sort (Worst Case) assuming a dataset of 1554 elements?;O(n log n);O(n);O(n^2);O(1);C,,,,,,,,
What is the time complexity of Binary Search Tree (Worst Case Search) assuming a dataset of 1327 elements?;O(n);O(n^2);O(log n);O(1);A,,,,,,,,
What is the time complexity of Quick Sort (Worst Case) assuming a dataset of 8506 elements?;O(n);O(n^2);O(n log n);O(1);B,,,,,,,,
What is the time complexity of Quick Sort (Worst Case) assuming a dataset of 9475 elements?;O(n^2);O(1);O(n);O(n log n);A,,,,,,,,
What is the time complexity of Accessing an element in an Array by index assuming a dataset of 540 elements?;O(1);O(log n);O(n^2);O(n);A,,,,,,,,
What is the time complexity of Accessing an element in an Array by index assuming a dataset of 1311 elements?;O(n^2);O(n);O(log n);O(1);D,,,,,,,,
What is the time complexity of Accessing an element in an Array by index assuming a dataset of 2543 elements?;O(n^2);O(n);O(log n);O(1);D,,,,,,,,
What is the time complexity of Hash Table (Average Case Search) assuming a dataset of 5831 elements?;O(n);O(n^2);O(log n);O(1);D,,,,,,,,
What is the time complexity of Hash Table (Average Case Search) assuming a dataset of 5514 elements?;O(1);O(n^2);O(n);O(log n);A,,,,,,,,
What is the time complexity of Quick Sort (Worst Case) assuming a dataset of 4327 elements?;O(n);O(1);O(n log n);O(n^2);D,,,,,,,,
What is the time complexity of Binary Search Tree (Worst Case Search) assuming a dataset of 9916 elements?;O(log n);O(1);O(n);O(n^2);C,,,,,,,,
What is the time complexity of Merge Sort assuming a dataset of 3018 elements?;O(n);O(n^2);O(n log n);O(log n);C,,,,,,,,
What is the time complexity of Hash Table (Average Case Search) assuming a dataset of 975 elements?;O(1);O(log n);O(n^2);O(n);A,,,,,,,,
What is the time complexity of Accessing an element in an Array by index assuming a dataset of 3867 elements?;O(n);O(1);O(log n);O(n^2);B,,,,,,,,
What is the time complexity of Hash Table (Average Case Search) assuming a dataset of 1122 elements?;O(n^2);O(n);O(log n);O(1);D,,,,,,,,
What is the time complexity of Hash Table (Average Case Search) assuming a dataset of 5165 elements?;O(n);O(n^2);O(log n);O(1);D,,,,,,,,
What is the time complexity of Quick Sort (Worst Case) assuming a dataset of 2800 elements?;O(n^2);O(1);O(n log n);O(n);A,,,,,,,,
What is the time complexity of Binary Search Tree (Worst Case Search) assuming a dataset of 9314 elements?;O(log n);O(n^2);O(n);O(1);C,,,,,,,,
What is the time complexity of Binary Search Tree (Average Case Search) assuming a dataset of 4236 elements?;O(1);O(n);O(log n);O(n log n);C,,,,,,,,
What is the time complexity of Binary Search Tree (Average Case Search) assuming a dataset of 811 elements?;O(n);O(1);O(n log n);O(log n);D,,,,,,,,
What is the time complexity of Accessing an element in an Array by index assuming a dataset of 9382 elements?;O(1);O(n^2);O(log n);O(n);A,,,,,,,,
What is the time complexity of Quick Sort (Worst Case) assuming a dataset of 5955 elements?;O(n log n);O(n);O(n^2);O(1);C,,,,,,,,
What is the time complexity of Binary Search Tree (Worst Case Search) assuming a dataset of 4329 elements?;O(1);O(n^2);O(log n);O(n);D,,,,,,,,
